Data;ValorVendaGasolina;ValorVendaEtanol;CotacaoDolarVenda;Indice_Dez93;Ipca_Mensal
2008-12-15;2.6607259151486007;1.8274944548131102;2.369;2892.86;0.28
2008-12-16;2.658636877225905;1.7986557053247345;2.3783;2892.86;0.28
2008-12-17;2.6423235371108684;1.7611299141131658;2.3576;2892.86;0.28
2008-12-18;2.627249313436077;1.781482049239547;2.3572;2892.86;0.28
2008-12-22;2.6406787093585975;1.7750900587111362;2.374;2892.86;0.28
2008-12-23;2.667273897020784;1.8097262871943611;2.3829;2892.86;0.28
2008-12-24;2.6433330553025844;1.785963202170948;2.3751;2892.86;0.28
2008-12-26;2.6339926201249733;1.7454087815931116;2.3613;2892.86;0.28
2008-12-29;2.6651712045070144;1.8289321523887536;2.3956;2892.86;0.28
2008-12-30;2.671371533191379;1.7929247600512015;2.337;2892.86;0.28
2008-12-31;2.656308099877872;1.7879368441156425;2.337;2892.86;0.28
2009-01-05;2.656397824486743;1.818205461857615;2.278;2906.74;0.48
2009-01-06;2.654030057532186;1.7810416826025428;2.1889;2906.74;0.48
2009-01-07;2.639712910688534;1.7637092717149252;2.2174;2906.74;0.48
2009-01-08;2.5958995485339385;1.6829961045873472;2.2683;2906.74;0.48
2009-01-09;2.581399813664596;1.7206340476190476;2.2867;2906.74;0.48
2009-01-12;2.6271189527177032;1.7909938162401784;2.2969;2906.74;0.48
2009-01-13;2.6515664679191273;1.7872732946202552;2.3083;2906.74;0.48
2009-01-14;2.639952533822674;1.776722240235104;2.3341;2906.74;0.48
2009-01-15;2.643194709761723;1.7470200284183053;2.3803;2906.74;0.48
2009-01-16;2.5463271532656777;1.6345686507936505;2.3248;2906.74;0.48
2009-01-19;2.633121170760027;1.7792191210013597;2.3306;2906.74;0.48
2009-01-20;2.6558509537751878;1.795829294558078;2.3548;2906.74;0.48
2009-01-21;2.6312515087922286;1.7730853315298205;2.3544;2906.74;0.48
2009-01-22;2.6152673529978796;1.7306061618334645;2.3299;2906.74;0.48
2009-01-23;2.5819477206694605;1.7122005339548818;2.3568;2906.74;0.48
2009-01-26;2.6435274299336684;1.7921100612472651;2.3149;2906.74;0.48
2009-01-27;2.6605175764613076;1.802485121029734;2.3109;2906.74;0.48
2009-01-28;2.6446186454389533;1.7759230139616775;2.2982;2906.74;0.48
2009-01-29;2.640595033063399;1.7490248802203543;2.2761;2906.74;0.48
2009-01-30;2.5143068783068787;1.6166031746031748;2.3162;2906.74;0.48
2009-02-02;2.6442981335918043;1.8103746395180866;2.3475;2922.73;0.55
2009-02-03;2.6465019981464315;1.7884156169645733;2.3144;2922.73;0.55
2009-02-04;2.6371320860108183;1.7746399760306661;2.2994;2922.73;0.55
2009-02-05;2.631666510954105;1.7331188382766538;2.3065;2922.73;0.55
2009-02-06;2.3858041958041962;1.4804405594405594;2.2658;2922.73;0.55
2009-02-09;2.6407912380934735;1.8117179093564273;2.2446;2922.73;0.55
2009-02-10;2.670796529250566;1.8141138062937705;2.2528;2922.73;0.55
2009-02-11;2.636338880910822;1.7835413987557727;2.287;2922.73;0.55
2009-02-12;2.6624132417582422;1.7395762053257111;2.2909;2922.73;0.55
2009-02-13;2.4066805555555564;1.3470833333333334;2.268;2922.73;0.55
2009-02-16;2.6317999972163566;1.794495179484665;2.2719;2922.73;0.55
2009-02-17;2.6491239946124487;1.8066584921954816;2.3131;2922.73;0.55
2009-02-18;2.625128171150393;1.7624764854327457;2.3396;2922.73;0.55
2009-02-19;2.6238228778179167;1.780038538711296;2.3249;2922.73;0.55
2009-02-20;2.6391376131444315;1.7768510953692769;2.3916;2922.73;0.55
2009-02-25;2.659937959899206;1.8106007117364706;2.3814;2922.73;0.55
2009-02-26;2.6458121125193492;1.8074694238813003;2.3503;2922.73;0.55
2009-02-27;2.557821884795461;1.7581633193698414;2.3784;2922.73;0.55
2009-03-02;2.645442239546123;1.836907314555453;2.4121;2928.57;0.2
2009-03-03;2.6541316884069897;1.7924075060253621;2.4218;2928.57;0.2
2009-03-04;2.6284259285396208;1.7788765746931736;2.3917;2928.57;0.2
2009-03-05;2.64521938625315;1.7617425558987476;2.3822;2928.57;0.2
2009-03-06;2.5847237832383665;1.7003092592592592;2.3768;2928.57;0.2
2009-03-09;2.6413276254881795;1.8245151886263802;2.3781;2928.57;0.2
2009-03-10;2.6661604028291293;1.8093913915532385;2.3515;2928.57;0.2
2009-03-11;2.615686659173689;1.7722280202656502;2.3366;2928.57;0.2
2009-03-12;2.6242181812142027;1.7825857599482602;2.3158;2928.57;0.2
2009-03-13;2.508702380952381;1.604464285714286;2.3012;2928.57;0.2
2009-03-16;2.627693550938135;1.804679001350691;2.2705;2928.57;0.2
2009-03-17;2.6690166325715814;1.8085366323632357;2.2833;2928.57;0.2
2009-03-18;2.6252927872506056;1.7757950209966025;2.2806;2928.57;0.2
2009-03-19;2.6141472602501876;1.750041580476005;2.2379;2928.57;0.2
2009-03-20;2.474190476190476;1.5785555555555557;2.2567;2928.57;0.2
2009-03-23;2.620466032105692;1.7782582713428468;2.2505;2928.57;0.2
2009-03-24;2.6535673026936153;1.797943815847637;2.2567;2928.57;0.2
2009-03-25;2.6402962956123828;1.7935791441471103;2.2435;2928.57;0.2
2009-03-26;2.6217478848603304;1.7250231691801248;2.2375;2928.57;0.2
2009-03-27;2.542;1.5659444444444446;2.2745;2928.57;0.2
2009-03-30;2.6444234826396724;1.8068099144485734;2.3297;2928.57;0.2
2009-03-31;2.66233952340513;1.7939166162223028;2.3152;2928.57;0.2
2009-04-01;2.6146574303359915;1.7561283835879464;2.2899;2942.63;0.48
2009-04-02;2.5686400697258374;1.6859803794631636;2.2355;2942.63;0.48
2009-04-03;2.5614375000000003;1.5728125;2.2072;2942.63;0.48
2009-04-06;2.6354628025122557;1.7980218109856143;2.2252;2942.63;0.48
2009-04-07;2.6550733906837274;1.7835259709594788;2.2249;2942.63;0.48
2009-04-08;2.627098980724372;1.7569613504460846;2.2014;2942.63;0.48
2009-04-09;2.6393212973301208;1.7164737571796396;2.1766;2942.63;0.48
2009-04-13;2.6417502835180566;1.8131231765596696;2.1699;2942.63;0.48
2009-04-14;2.650371097366874;1.7645389532293254;2.1876;2942.63;0.48
2009-04-15;2.6097395599926365;1.7323798858475943;2.1992;2942.63;0.48
2009-04-16;2.612334395660697;1.7040670289708948;2.1791;2942.63;0.48
2009-04-17;2.4010000000000007;1.2141388888888889;2.1864;2942.63;0.48
2009-04-20;2.6026019688876687;1.7658173580691947;2.235;2942.63;0.48
2009-04-22;2.6447725098871895;1.7584179504785291;2.2128;2942.63;0.48
2009-04-23;2.6525575146261877;1.7792729285673898;2.2107;2942.63;0.48
2009-04-24;2.643211839255085;1.6842246955189581;2.1933;2942.63;0.48
2009-04-27;2.6003259702769843;1.7704759967809902;2.2165;2942.63;0.48
2009-04-28;2.644715447341058;1.7623178425930015;2.2037;2942.63;0.48
2009-04-29;2.629619123198401;1.7695149400536463;2.1838;2942.63;0.48
2009-04-30;2.6042924281228337;1.704133395041365;2.1783;2942.63;0.48
2009-05-04;2.6041848993220245;1.7681264931924294;2.1369;2956.46;0.47
2009-05-05;2.642826219911296;1.7606661035152347;2.1476;2956.46;0.47
2009-05-06;2.626659417014498;1.73868226238465;2.1213;2956.46;0.47
2009-05-07;2.6169107713940147;1.726139238251722;2.0984;2956.46;0.47
2009-05-08;2.625262672882673;1.721185714285714;2.075;2956.46;0.47
2009-05-11;2.599026658377196;1.749007350788615;2.0579;2956.46;0.47
2009-05-12;2.6504153388410003;1.7732155190248915;2.0649;2956.46;0.47
2009-05-13;2.5987094510766884;1.7238409914717558;2.0992;2956.46;0.47
2009-05-14;2.6539600557141516;1.7948093511919092;2.0929;2956.46;0.47
2009-05-15;2.3449727272727277;1.3576363636363635;2.0762;2956.46;0.47
2009-05-18;2.5899732161500397;1.739225425227926;2.0784;2956.46;0.47
2009-05-19;2.6314230608707305;1.7455332302204347;2.0488;2956.46;0.47
2009-05-20;2.65052605739525;1.7722723733987678;2.0199;2956.46;0.47
2009-05-21;2.6896682319299274;1.783472841625967;2.0264;2956.46;0.47
2009-05-25;2.569951076055242;1.702150714648245;2.0234;2956.46;0.47
2009-05-26;2.6347812067715934;1.7510368588087304;2.0261;2956.46;0.47
2009-05-27;2.636049735392513;1.7341835085599766;2.0095;2956.46;0.47
2009-05-28;2.5932857656680235;1.650945944652814;2.0144;2956.46;0.47
2009-05-29;2.55;1.69;1.973;2956.46;0.47
2009-06-01;2.627514317007824;1.75378161462573;1.944;2967.1;0.36
2009-06-02;2.648421100667244;1.7429604334644517;1.937;2967.1;0.36
2009-06-03;2.624286533701019;1.7488883187252224;1.96;2967.1;0.36
2009-06-04;2.6244565492487726;1.6763817631594269;1.9497;2967.1;0.36
2009-06-05;2.291125;1.456625;1.9534;2967.1;0.36
2009-06-08;2.6305368186548135;1.7737842926109215;1.9704;2967.1;0.36
2009-06-09;2.641166163508045;1.742125893303116;1.9385;2967.1;0.36
2009-06-10;2.622735229782849;1.7266988597772661;1.9474;2967.1;0.36
2009-06-12;2.4913808333333334;1.6122125000000005;1.9301;2967.1;0.36
2009-06-15;2.614615938540411;1.7453798185653924;1.9458;2967.1;0.36
2009-06-16;2.6431567817701125;1.7299951617294533;1.9461;2967.1;0.36
2009-06-17;2.6051185629141185;1.7111611684502288;1.9784;2967.1;0.36
2009-06-18;2.612982522840175;1.682679848843494;1.9709;2967.1;0.36
2009-06-22;2.6300353604160502;1.7262836878309542;2.0074;2967.1;0.36
2009-06-23;2.6223879280910687;1.6927056743054285;2.0019;2967.1;0.36
2009-06-24;2.6283869328233274;1.69842028403039;1.9724;2967.1;0.36
2009-06-25;2.5788478054724813;1.6335982555372275;1.9562;2967.1;0.36
2009-06-26;2.337071428571428;1.4733571428571428;1.9396;2967.1;0.36
2009-06-29;2.6340904189452066;1.7797737233482016;1.9487;2967.1;0.36
2009-06-30;2.6471357356686394;1.7321934347517005;1.9516;2967.1;0.36
2009-07-01;2.6119311056798544;1.6953411369807136;1.9342;2974.22;0.24
2009-07-02;2.5879384200799196;1.6355471063912947;1.9469;2974.22;0.24
2009-07-03;2.561419394197073;1.6035127420198847;1.9474;2974.22;0.24
2009-07-06;2.607022791584263;1.7213771339350785;1.9711;2974.22;0.24
2009-07-07;2.6474410194641633;1.731993819099895;1.9641;2974.22;0.24
2009-07-08;2.6202831302336524;1.7022291636020572;1.9982;2974.22;0.24
2009-07-09;2.5959436416146904;1.6982533270425983;1.9921;2974.22;0.24
2009-07-13;2.620719735170373;1.737546368618556;1.9895;2974.22;0.24
2009-07-14;2.640783036841046;1.7266802141980715;1.9704;2974.22;0.24
2009-07-15;2.633921309964866;1.7053014218987865;1.942;2974.22;0.24
2009-07-16;2.578863058014849;1.6508484556123524;1.934;2974.22;0.24
2009-07-20;2.60898823737633;1.7218524347735333;1.9068;2974.22;0.24
2009-07-21;2.646372439511393;1.7411848499617435;1.9043;2974.22;0.24
2009-07-22;2.6219079813170696;1.7165165484173721;1.9029;2974.22;0.24
2009-07-23;2.5866646833136273;1.634541382214501;1.8922;2974.22;0.24
2009-07-24;2.48;1.26;1.896;2974.22;0.24
2009-07-27;2.609794600880403;1.7392704744784384;1.8837;2974.22;0.24
2009-07-28;2.6443193692888696;1.7588081887316562;1.8819;2974.22;0.24
2009-07-29;2.6094356754724757;1.714535134370542;1.8982;2974.22;0.24
2009-07-30;2.5461500582950642;1.6397959793022991;1.8811;2974.22;0.24
2009-07-31;2.4891428571428573;1.490225;1.8726;2974.22;0.24
2009-08-03;2.625972762443062;1.754879239461664;1.8369;2978.68;0.15
2009-08-04;2.6415241193151733;1.743975069324042;1.8272;2978.68;0.15
2009-08-05;2.6253145092765497;1.7244922602236388;1.8181;2978.68;0.15
2009-08-06;2.6270755682451807;1.6811909870125188;1.8348;2978.68;0.15
2009-08-10;2.630375474634238;1.7389438251668037;1.8412;2978.68;0.15
2009-08-11;2.6405094256252375;1.7486425535072343;1.8457;2978.68;0.15
2009-08-31;2.578520371151788;1.6368914014125657;1.8864;2978.68;0.15
2009-09-01;2.5879980553251785;1.652755550385624;1.8829;2985.83;0.24
2009-09-02;2.5438181681223644;1.6249591100178908;1.9038;2985.83;0.24
2009-09-03;2.5499038825757574;1.5472487373737374;1.8702;2985.83;0.24
2009-09-08;2.5559051126633845;1.6609574652574883;1.8254;2985.83;0.24
2009-09-09;2.57831344373447;1.7083443027626766;1.828;2985.83;0.24
2009-09-10;2.540502069441776;1.6478571354417193;1.8261;2985.83;0.24
2009-09-14;2.608226847990517;1.7102227008133375;1.8197;2985.83;0.24
2009-09-15;2.6139736196075134;1.7183545207407844;1.8087;2985.83;0.24
2009-09-16;2.5394335157260013;1.6375756013012;1.7984;2985.83;0.24
2009-09-17;2.5727207740031597;1.627759506936313;1.8094;2985.83;0.24
2009-09-21;2.6059993684659766;1.703010469120276;1.8172;2985.83;0.24
2009-09-22;2.618842054748727;1.7543619526395395;1.8061;2985.83;0.24
2009-09-23;2.589564943636685;1.6831852920296047;1.7916;2985.83;0.24
2009-09-24;2.6398333333333333;1.6577083333333331;1.7917;2985.83;0.24
2009-09-28;2.6332051368779283;1.7756503506202008;1.791;2985.83;0.24
2009-09-29;2.600842962437258;1.7296892911233164;1.7928;2985.83;0.24
2009-09-30;2.590523048175862;1.7071344418715684;1.7781;2985.83;0.24
2009-10-05;2.613396858126815;1.7585243983437082;1.7673;2994.19;0.28
2009-10-06;2.6438646584686474;1.7995849224184035;1.7533;2994.19;0.28
2009-10-07;2.6294559933327135;1.826357997586571;1.7595;2994.19;0.28
2009-10-08;2.5217884974405305;1.725711249205673;1.7412;2994.19;0.28
2009-10-13;2.6582491506737815;1.8485826097974056;1.7298;2994.19;0.28
2009-10-14;2.632068936468676;1.8055671233172932;1.7099;2994.19;0.28
2009-10-15;2.6188732072909544;1.7789843289784326;1.7037;2994.19;0.28
2009-10-16;2.6260000000000003;1.8834416666666667;1.7135;2994.19;0.28
2009-10-19;2.654736654537804;1.8351464596241729;1.713;2994.19;0.28
2009-10-20;2.667227213424823;1.880274536482189;1.745;2994.19;0.28
2009-10-21;2.644156229060445;1.8311643644507596;1.744;2994.19;0.28
2009-10-22;2.626544841269842;1.7631906565656565;1.7304;2994.19;0.28
2009-10-26;2.655433927037334;1.8565669411601076;1.7157;2994.19;0.28
2009-10-27;2.6635861776414007;1.8612948184972238;1.7342;2994.19;0.28
2009-10-28;2.602720627378757;1.8265942394482853;1.7447;2994.19;0.28
2009-10-29;2.646631481481481;1.8932356837606836;1.7436;2994.19;0.28
2009-11-03;2.6625669053244634;1.8711797991101142;1.7588;3006.47;0.41
2009-11-04;2.628309274521166;1.8469321962651397;1.7271;3006.47;0.41
2009-11-05;2.6494224435420755;1.8524052982743124;1.724;3006.47;0.41
2009-11-06;2.6326715859897685;1.9080548842461889;1.7179;3006.47;0.41
2009-11-09;2.648380583118144;1.8591470078715384;1.7024;3006.47;0.41
2009-11-10;2.6601605687815626;1.878427895570716;1.7096;3006.47;0.41
2009-11-11;2.6166856095977016;1.8610341357718587;1.7112;3006.47;0.41
2009-11-12;2.667797192440194;1.925126164021164;1.725;3006.47;0.41
2009-11-16;2.671655752891307;1.8961006622783307;1.7127;3006.47;0.41
2009-11-17;2.6720279084825864;1.8698310446474173;1.7153;3006.47;0.41
2009-11-18;2.6649984216938534;1.8925295285664607;1.7103;3006.47;0.41
2009-11-19;2.6403527396389523;1.8676893938266705;1.7287;3006.47;0.41
2009-11-23;2.6783988729220174;1.9351226021794472;1.7245;3006.47;0.41
2009-11-24;2.6740821370291123;1.8815285219953697;1.7282;3006.47;0.41
2009-11-25;2.677158860679716;1.9094374316850151;1.7272;3006.47;0.41
2009-11-26;2.632320505763546;1.9046909597213637;1.7409;3006.47;0.41
2009-11-30;2.6856781223480355;1.8977775525109413;1.7505;3006.47;0.41
2009-12-01;2.655783879056533;1.880887481503754;1.7293;3017.59;0.37
2009-12-02;2.6546986987038355;1.8976560173812453;1.7201;3017.59;0.37
2009-12-03;2.6915739832460277;1.8818662020905923;1.7096;3017.59;0.37
2009-12-07;2.6919076225585346;1.919648999804948;1.7302;3017.59;0.37
2009-12-08;2.6826263956747387;1.893879898549768;1.7482;3017.59;0.37
2009-12-09;2.633442707087846;1.874389275616476;1.7611;3017.59;0.37
2009-12-10;2.634655818965517;1.8505633614825239;1.7627;3017.59;0.37
2009-12-14;2.6880636624571497;1.9214400919927168;1.7483;3017.59;0.37
2009-12-15;2.656387872283289;1.8895117914493664;1.7557;3017.59;0.37
2009-12-16;2.61957070557235;1.8597704221688771;1.7518;3017.59;0.37
2009-12-17;2.7322222222222217;2.1;1.7823;3017.59;0.37
2009-12-21;2.6792850720664023;1.9081561302019179;1.7787;3017.59;0.37
2009-12-22;2.649087487080083;1.9041015439946773;1.7825;3017.59;0.37
2009-12-23;2.6898076759660094;1.9064902076318744;1.7763;3017.59;0.37
2009-12-28;2.690231111530431;1.9430519663695054;1.7398;3017.59;0.37
2009-12-29;2.6605242881051754;1.8933296974069511;1.7421;3017.59;0.37
2009-12-30;2.689367756063834;1.9402088384944172;1.7412;3017.59;0.37
2009-12-31;2.662;2.14;1.7412;3017.59;0.37
2010-01-04;2.70124544267066;1.9471230829030255;1.724;3040.22;0.75
2010-01-05;2.677346391954632;1.931341238199141;1.7227;3040.22;0.75
2010-01-06;2.6617281665454264;1.9345781135360742;1.7337;3040.22;0.75
2010-01-07;2.70557366686344;2.0117352842028504;1.7413;3040.22;0.75
2010-01-11;2.6828776463455575;1.9872633347916027;1.7323;3040.22;0.75
2010-01-12;2.6716300983401453;1.9682987985739544;1.7439;3040.22;0.75
2010-01-13;2.6438256008340395;1.9507695232539657;1.7442;3040.22;0.75
2010-01-14;2.7154205807116236;1.987492250619256;1.7648;3040.22;0.75
2010-01-18;2.7078212091723373;2.037197586876475;1.7721;3040.22;0.75
2010-01-19;2.672810345853501;2.0263127899689914;1.7747;3040.22;0.75
2010-01-20;2.6877433220218108;2.0607208466866274;1.7854;3040.22;0.75
2010-01-21;2.6551298701298696;2.0354146374458875;1.7903;3040.22;0.75
2010-01-25;2.6528481605645484;2.0354833268777464;1.8194;3040.22;0.75
2010-01-26;2.6917094072548804;2.053706311824534;1.8367;3040.22;0.75
2010-01-27;2.673925374677163;2.0432581211341208;1.8513;3040.22;0.75
2010-01-28;2.6513009244573027;2.0529196180427984;1.856;3040.22;0.75
2010-02-01;2.668128637715821;2.0611909324596347;1.8773;3063.93;0.78
2010-02-02;2.707908858055437;2.0859900702962735;1.8363;3063.93;0.78
2010-02-03;2.676416154663773;2.070680925977598;1.8337;3063.93;0.78
2010-02-04;2.7416301177394033;2.144257235420484;1.8715;3063.93;0.78
2010-02-08;2.7435803000426664;2.1452430309794033;1.873;3063.93;0.78
2010-02-09;2.712923858794883;2.089002531291541;1.855;3063.93;0.78
2010-02-10;2.711756886678388;2.1102558838983265;1.8483;3063.93;0.78
2010-02-11;2.7025901749179613;2.1290436553283842;1.8516;3063.93;0.78
2010-02-17;2.6978858446975678;2.1040578047993135;1.8313;3063.93;0.78
2010-02-18;2.708169826740585;2.1084752428018936;1.8266;3063.93;0.78
2010-02-19;2.702225442362151;2.1652671483253623;1.8116;3063.93;0.78
2010-02-22;2.7116732269716852;2.107707201977159;1.8046;3063.93;0.78
2010-02-23;2.729698949486634;2.1291384516482976;1.8186;3063.93;0.78
2010-02-24;2.6818748903188228;2.1136622522498683;1.8203;3063.93;0.78
2010-02-25;2.6378273323057413;2.0866713210830308;1.8364;3063.93;0.78
2010-03-01;2.6921350869740186;2.1419415026707376;1.8;3079.86;0.52
2010-03-02;2.693712093406386;2.098832534309;1.7851;3079.86;0.52
2010-03-03;2.7056855265097037;2.105305454324336;1.7846;3079.86;0.52
2010-03-04;2.6983227527680653;2.1251445962024085;1.7888;3079.86;0.52
2010-03-08;2.7193836751772618;2.134793102805559;1.7826;3079.86;0.52
2010-03-09;2.7147435850401;2.1158033912849414;1.7899;3079.86;0.52
2010-03-10;2.6927788578675047;2.079023181888338;1.7716;3079.86;0.52
2010-03-11;2.587933421516755;2.0066840388007052;1.7693;3079.86;0.52
2010-03-15;2.6526388799004232;2.0185555620913265;1.7644;3079.86;0.52
2010-03-16;2.7097319383563816;2.086890877064398;1.7666;3079.86;0.52
2010-03-17;2.6577160602472687;2.0466899828529743;1.764;3079.86;0.52
2010-03-18;2.681408750607602;2.030038171975084;1.7848;3079.86;0.52
2010-03-22;2.710452427937015;2.093066110272318;1.803;3079.86;0.52
2010-03-23;2.6898325888124286;2.019417760967825;1.7813;3079.86;0.52
2010-03-24;2.672854777702273;1.9859418502424133;1.7904;3079.86;0.52
2010-03-25;2.607477724548179;1.9389006377218214;1.8008;3079.86;0.52
2010-03-29;2.7234065221406003;2.0595543009178474;1.8064;3079.86;0.52
2010-03-30;2.6625008398387298;1.9569406428056033;1.7952;3079.86;0.52
2010-03-31;2.6828338392350304;1.9987402556800786;1.781;3079.86;0.52
2010-04-01;2.666866026262161;1.9769702767307844;1.7701;3097.42;0.57
2010-04-05;2.7256671144245814;1.9855784698986325;1.7573;3097.42;0.57
2010-04-06;2.680826692642362;1.9683204452011824;1.7605;3097.42;0.57
2010-04-07;2.628233646170445;1.8967321540568955;1.7662;3097.42;0.57
2010-04-08;2.609304106861592;1.91495451650386;1.7806;3097.42;0.57
2010-04-12;2.7057267042304223;1.9985113216492236;1.7608;3097.42;0.57
2010-04-13;2.674203855568155;1.9586876645842162;1.7584;3097.42;0.57
2010-04-14;2.6222706367896524;1.8845259512158512;1.7446;3097.42;0.57
2010-04-15;2.5940000000000003;1.649;1.7483;3097.42;0.57
2010-04-19;2.707875406364474;1.9807712785190632;1.7588;3097.42;0.57
2010-04-20;2.6934274697890546;1.9840704818938946;1.7497;3097.42;0.57
2010-04-22;2.6307598774000907;1.8898050896527963;1.7626;3097.42;0.57
2010-04-23;2.614552380952381;1.7752230158730162;1.7624;3097.42;0.57
2010-04-26;2.730738910253507;1.9931290583588066;1.7446;3097.42;0.57
2010-04-27;2.673583861141407;1.9410201601265955;1.7592;3097.42;0.57
2010-04-28;2.645440459106879;1.9051194159145792;1.7558;3097.42;0.57
2010-04-29;2.643125751549955;1.8068361765626733;1.7321;3097.42;0.57
2010-05-03;2.73757066766184;1.9866691575418243;1.7315;3110.74;0.43
2010-05-04;2.6559181498203914;1.9137375938825545;1.7557;3110.74;0.43
2010-05-05;2.6558468328835465;1.8939309295574815;1.7862;3110.74;0.43
2010-05-06;2.613487962962963;1.8107999999999997;1.8353;3110.74;0.43
2010-05-10;2.716811720239349;1.9698586256873583;1.7833;3110.74;0.43
2010-05-11;2.6942561348571763;1.932731156657586;1.7843;3110.74;0.43
2010-05-12;2.623133136360021;1.866709139820092;1.7723;3110.74;0.43
2010-05-13;2.603953703703704;1.787074074074074;1.7737;3110.74;0.43
2010-05-17;2.714413120922805;1.9546242259121458;1.8045;3110.74;0.43
2010-05-18;2.6823592258561666;1.9169812506450499;1.7921;3110.74;0.43
2010-05-19;2.626916923488619;1.8650237691650564;1.8366;3110.74;0.43
2010-05-20;2.52601875;1.6948681818181817;1.8677;3110.74;0.43
2010-05-24;2.7112981732025503;1.942834594991672;1.8522;3110.74;0.43
2010-05-25;2.675247967006485;1.9004249083819533;1.8811;3110.74;0.43
2010-05-26;2.678865850649221;1.8671155798957237;1.8461;3110.74;0.43
2010-05-27;2.6214974438260152;1.869153901257473;1.8328;3110.74;0.43
2010-05-31;2.6607888455794395;1.8484925469609934;1.8167;3110.74;0.43
2010-06-01;2.7058971855273706;1.911407493124379;1.8255;3110.74;0.0
2010-06-02;2.556439393939394;1.7687439134939131;1.8362;3110.74;0.0
2010-06-07;2.7229759630792074;1.9316427576737785;1.8634;3110.74;0.0
2010-06-08;2.65036780550674;1.844449479746389;1.8658;3110.74;0.0
2010-06-09;2.6587662999437436;1.8369823587461014;1.8423;3110.74;0.0
2010-06-10;2.5937307735782733;1.737003628927433;1.8185;3110.74;0.0
2010-06-14;2.716956583736748;1.9191608151186126;1.803;3110.74;0.0
2010-06-15;2.6716993459235083;1.8872301288410005;1.7971;3110.74;0.0
2010-06-16;2.6671068625090126;1.840837882726972;1.7893;3110.74;0.0
2010-06-17;2.6009855803074884;1.7443725554283709;1.7817;3110.74;0.0
2010-06-21;2.72333092455191;1.9227992402063936;1.7663;3110.74;0.0
2010-06-22;2.65555385304984;1.8459049508365009;1.768;3110.74;0.0
2010-06-23;2.608757342456408;1.7997589086932957;1.7908;3110.74;0.0
2010-06-24;2.630309548520366;1.8359892211063151;1.7907;3110.74;0.0
2010-06-28;2.6723510066056613;1.8433318123548215;1.7826;3110.74;0.0
2010-06-29;2.7061885634706977;1.9005309369515184;1.8076;3110.74;0.0
2010-06-30;2.641845812130851;1.8371802153285344;1.8015;3110.74;0.0
2010-07-01;2.5811477333333337;1.6531398319327735;1.8006;3111.05;0.01
2010-07-05;2.7022668764778617;1.8904321595139584;1.7755;3111.05;0.01
2010-07-06;2.698070639184544;1.8929360615685182;1.7665;3111.05;0.01
2010-07-07;2.643758237160572;1.8323214760343942;1.7719;3111.05;0.01
2010-07-08;2.6056149386444956;1.780144794962684;1.7652;3111.05;0.01
2010-07-12;2.7100746370516116;1.9145568313033792;1.7644;3111.05;0.01
2010-07-13;2.666551051232101;1.8620785624702576;1.7525;3111.05;0.01
2010-07-14;2.6378065625795504;1.8236160617737118;1.7657;3111.05;0.01
2010-07-15;2.644036992685952;1.844889575826399;1.769;3111.05;0.01
2010-07-19;2.707883787055415;1.899674445681844;1.7854;3111.05;0.01
2010-07-20;2.6584075983373237;1.8435831932190627;1.78;3111.05;0.01
2010-07-21;2.6042348687632986;1.7992456210228063;1.7766;3111.05;0.01
2010-07-22;2.620821475824957;1.7375924907923916;1.7629;3111.05;0.01
2010-07-26;2.7147234315117723;1.8867705473275513;1.7669;3111.05;0.01
2010-07-27;2.658243629264052;1.8335076639907606;1.7658;3111.05;0.01
2010-07-28;2.6860396442012076;1.8525893583984594;1.765;3111.05;0.01
2010-07-29;2.670503021443945;1.8052968848798283;1.7643;3111.05;0.01
2010-08-02;2.7173374308476648;1.9125491964511654;1.7489;3112.29;0.04
2010-08-03;2.6385741292857396;1.8106223063646616;1.7594;3112.29;0.04
2010-08-04;2.6812925843710422;1.836253304048283;1.7563;3112.29;0.04
2010-08-05;2.666907813364167;1.8903475076803307;1.7535;3112.29;0.04
2010-08-09;2.7061189495971183;1.8900156944767477;1.7537;3112.29;0.04
2010-08-10;2.668040368027097;1.8630947863009795;1.7576;3112.29;0.04
2010-08-11;2.641997277211811;1.8227402586244672;1.7663;3112.29;0.04
2010-08-16;2.7024312425538706;1.900685552695541;1.7639;3112.29;0.04
2010-08-17;2.6783812033392858;1.8586251617321097;1.7528;3112.29;0.04
2010-08-18;2.641383804766738;1.8340834376197712;1.7513;3112.29;0.04
2010-08-19;2.633789161706349;1.795632663690476;1.7584;3112.29;0.04
2010-08-23;2.694304524450152;1.8770794601536687;1.7587;3112.29;0.04
2010-08-24;2.6864983453647535;1.8695353755683164;1.7727;3112.29;0.04
2010-08-25;2.642120599563384;1.818859071198963;1.7668;3112.29;0.04
2010-08-26;2.6213796955028;1.7813808375423197;1.7596;3112.29;0.04
2010-08-30;2.7097412286022857;1.9140992446841714;1.7591;3112.29;0.04
2010-08-31;2.6676297695285007;1.8681424513987648;1.756;3112.29;0.04
2010-09-01;2.6812056007801766;1.8422402443141304;1.7441;3126.29;0.45
2010-09-02;2.703996279701044;1.873669256740066;1.7367;3126.29;0.45
2010-09-06;2.612149519437893;1.7933255514140687;1.7259;3126.29;0.45
2010-09-08;2.690914745742741;1.888616268189273;1.7231;3126.29;0.45
2010-09-09;2.692695485849455;1.8604600353698992;1.7238;3126.29;0.45
